,date,rooms,area_size,floor,price,year,city
4682,26/1/2021,3.0,74.0,2.0,3,1960.0,תל אביב
4683,25/1/2021,3.0,73.0,1.0,2,2022.0,תל אביב
4684,21/1/2021,3.0,51.0,2.0,1,1960.0,תל אביב
4685,21/1/2021,3.0,51.0,,1,1960.0,תל אביב
4686,21/1/2021,3.0,52.0,2.0,1,1970.0,תל אביב
4687,21/1/2021,3.0,46.0,,1,1960.0,תל אביב
4688,21/1/2021,3.0,46.0,1.0,1,1960.0,תל אביב
4689,21/1/2021,5.0,105.0,,2,2020.0,תל אביב
4690,21/1/2021,3.0,71.0,1.0,2,2022.0,תל אביב
4691,21/1/2021,2.0,58.0,10.0,3,2020.0,תל אביב
4692,21/1/2021,2.0,58.0,,3,2020.0,תל אביב
4693,21/1/2021,2.0,51.0,,2,2020.0,תל אביב
4694,21/1/2021,2.0,51.0,10.0,2,2020.0,תל אביב
4695,21/1/2021,3.0,52.0,,1,1970.0,תל אביב
4696,21/1/2021,,,,2,,תל אביב
4697,21/1/2021,,,,3,,תל אביב
4698,21/1/2021,5.0,105.0,4.0,2,2020.0,תל אביב
4699,21/1/2021,3.0,71.0,,2,2022.0,תל אביב
4700,20/1/2021,4.0,66.0,2.0,3,1995.0,תל אביב
4701,20/1/2021,5.0,105.0,6.0,2,2020.0,תל אביב
4702,20/1/2021,4.0,66.0,,3,1995.0,תל אביב
4703,20/1/2021,3.0,76.0,,4,2019.0,תל אביב
4704,20/1/2021,5.0,105.0,,2,2020.0,תל אביב
4705,20/1/2021,4.0,85.0,2.0,4,1940.0,תל אביב
4706,20/1/2021,4.0,85.0,,4,1940.0,תל אביב
4707,20/1/2021,3.0,76.0,1.0,4,2019.0,תל אביב
4708,20/1/2021,3.0,66.0,4.0,1,1970.0,תל אביב
4709,20/1/2021,3.0,66.0,,1,1970.0,תל אביב
4710,19/1/2021,2.0,47.0,,2,1950.0,תל אביב
4711,19/1/2021,2.0,47.0,1.0,2,1950.0,תל אביב
4712,19/1/2021,4.0,94.0,,3,1970.0,תל אביב
4713,19/1/2021,4.0,94.0,1.0,3,1970.0,תל אביב
4714,18/1/2021,3.0,82.0,,3,1950.0,תל אביב
4715,18/1/2021,3.0,71.0,,1,1980.0,תל אביב
4716,18/1/2021,3.0,82.0,2.0,3,1950.0,תל אביב
4717,18/1/2021,3.0,71.0,4.0,1,1980.0,תל אביב
4718,17/1/2021,2.0,50.0,,1,1960.0,תל אביב
4719,17/1/2021,2.0,50.0,4.0,1,1960.0,תל אביב
4720,14/1/2021,4.0,88.0,1.0,2,1960.0,תל אביב
4721,14/1/2021,3.0,71.0,,3,2020.0,תל אביב
4722,14/1/2021,4.0,88.0,,2,1960.0,תל אביב
4723,14/1/2021,4.0,80.0,,2,1970.0,תל אביב
4724,14/1/2021,4.0,80.0,4.0,2,1970.0,תל אביב
4725,14/1/2021,3.0,71.0,4.0,3,2020.0,תל אביב
4726,14/1/2021,4.0,91.0,,3,2022.0,תל אביב
4727,14/1/2021,4.0,91.0,1.0,3,2022.0,תל אביב
4728,13/1/2021,5.0,125.0,3.0,4,2022.0,תל אביב
4729,13/1/2021,5.0,125.0,,4,2022.0,תל אביב
4730,26/1/2021,5.0,60.0,2.0,1,1960.0,תל אביב
4731,26/1/2021,3.0,60.0,1.0,3,2021.0,תל אביב
4732,26/1/2021,3.0,74.0,2.0,3,1960.0,תל אביב
4733,25/1/2021,3.0,73.0,1.0,2,2022.0,תל אביב
4734,21/1/2021,3.0,51.0,2.0,1,1960.0,תל אביב
4735,21/1/2021,3.0,51.0,,1,1960.0,תל אביב
4736,21/1/2021,3.0,52.0,2.0,1,1970.0,תל אביב
4737,21/1/2021,3.0,46.0,,1,1960.0,תל אביב
4738,21/1/2021,3.0,46.0,1.0,1,1960.0,תל אביב
4739,21/1/2021,5.0,105.0,,2,2020.0,תל אביב
4740,21/1/2021,3.0,71.0,1.0,2,2022.0,תל אביב
4741,21/1/2021,2.0,58.0,10.0,3,2020.0,תל אביב
4742,21/1/2021,2.0,58.0,,3,2020.0,תל אביב
4743,21/1/2021,2.0,51.0,,2,2020.0,תל אביב
4744,21/1/2021,2.0,51.0,10.0,2,2020.0,תל אביב
4745,21/1/2021,3.0,52.0,,1,1970.0,תל אביב
4746,21/1/2021,,,,2,,תל אביב
4747,21/1/2021,,,,3,,תל אביב
4748,21/1/2021,5.0,105.0,4.0,2,2020.0,תל אביב
4749,21/1/2021,3.0,71.0,,2,2022.0,תל אביב
4750,20/1/2021,4.0,66.0,2.0,3,1995.0,תל אביב
4751,20/1/2021,5.0,105.0,6.0,2,2020.0,תל אביב
4752,20/1/2021,4.0,66.0,,3,1995.0,תל אביב
4753,20/1/2021,3.0,76.0,,4,2019.0,תל אביב
4754,20/1/2021,5.0,105.0,,2,2020.0,תל אביב
4755,20/1/2021,4.0,85.0,2.0,4,1940.0,תל אביב
4756,20/1/2021,4.0,85.0,,4,1940.0,תל אביב
4757,20/1/2021,3.0,76.0,1.0,4,2019.0,תל אביב
4758,20/1/2021,3.0,66.0,4.0,1,1970.0,תל אביב
4759,20/1/2021,3.0,66.0,,1,1970.0,תל אביב
4760,19/1/2021,2.0,47.0,,2,1950.0,תל אביב
4761,19/1/2021,2.0,47.0,1.0,2,1950.0,תל אביב
4762,19/1/2021,4.0,94.0,,3,1970.0,תל אביב
4763,19/1/2021,4.0,94.0,1.0,3,1970.0,תל אביב
4764,18/1/2021,3.0,82.0,,3,1950.0,תל אביב
4765,18/1/2021,3.0,71.0,,1,1980.0,תל אביב
4766,18/1/2021,3.0,82.0,2.0,3,1950.0,תל אביב
4767,18/1/2021,3.0,71.0,4.0,1,1980.0,תל אביב
4768,17/1/2021,2.0,50.0,,1,1960.0,תל אביב
4769,17/1/2021,2.0,50.0,4.0,1,1960.0,תל אביב
4770,14/1/2021,4.0,88.0,1.0,2,1960.0,תל אביב
4771,14/1/2021,3.0,71.0,,3,2020.0,תל אביב
4772,14/1/2021,4.0,88.0,,2,1960.0,תל אביב
4773,14/1/2021,4.0,80.0,,2,1970.0,תל אביב
4774,14/1/2021,4.0,80.0,4.0,2,1970.0,תל אביב
4775,14/1/2021,3.0,71.0,4.0,3,2020.0,תל אביב
4776,14/1/2021,4.0,91.0,,3,2022.0,תל אביב
4777,14/1/2021,4.0,91.0,1.0,3,2022.0,תל אביב
4778,13/1/2021,5.0,125.0,3.0,4,2022.0,תל אביב
4779,13/1/2021,5.0,125.0,,4,2022.0,תל אביב
4780,26/1/2021,5.0,60.0,2.0,1,1960.0,תל אביב
4781,26/1/2021,3.0,60.0,1.0,3,2021.0,תל אביב
4782,26/1/2021,3.0,74.0,2.0,3,1960.0,תל אביב
4783,25/1/2021,3.0,73.0,1.0,2,2022.0,תל אביב
4784,21/1/2021,3.0,51.0,2.0,1,1960.0,תל אביב
4785,21/1/2021,3.0,51.0,,1,1960.0,תל אביב
4786,21/1/2021,3.0,52.0,2.0,1,1970.0,תל אביב
4787,21/1/2021,3.0,46.0,,1,1960.0,תל אביב
4788,21/1/2021,3.0,46.0,1.0,1,1960.0,תל אביב
4789,21/1/2021,5.0,105.0,,2,2020.0,תל אביב
4790,21/1/2021,3.0,71.0,1.0,2,2022.0,תל אביב
4791,21/1/2021,2.0,58.0,10.0,3,2020.0,תל אביב
4792,21/1/2021,2.0,58.0,,3,2020.0,תל אביב
4793,21/1/2021,2.0,51.0,,2,2020.0,תל אביב
4794,21/1/2021,2.0,51.0,10.0,2,2020.0,תל אביב
4795,21/1/2021,3.0,52.0,,1,1970.0,תל אביב
4796,21/1/2021,,,,2,,תל אביב
4797,21/1/2021,,,,3,,תל אביב
4798,21/1/2021,5.0,105.0,4.0,2,2020.0,תל אביב
4799,21/1/2021,3.0,71.0,,2,2022.0,תל אביב
4800,20/1/2021,4.0,66.0,2.0,3,1995.0,תל אביב
4801,20/1/2021,5.0,105.0,6.0,2,2020.0,תל אביב
4802,20/1/2021,4.0,66.0,,3,1995.0,תל אביב
4803,20/1/2021,3.0,76.0,,4,2019.0,תל אביב
4804,20/1/2021,5.0,105.0,,2,2020.0,תל אביב
4805,20/1/2021,4.0,85.0,2.0,4,1940.0,תל אביב
4806,20/1/2021,4.0,85.0,,4,1940.0,תל אביב
4807,20/1/2021,3.0,76.0,1.0,4,2019.0,תל אביב
4808,20/1/2021,3.0,66.0,4.0,1,1970.0,תל אביב
4809,20/1/2021,3.0,66.0,,1,1970.0,תל אביב
4810,19/1/2021,2.0,47.0,,2,1950.0,תל אביב
4811,19/1/2021,2.0,47.0,1.0,2,1950.0,תל אביב
4812,19/1/2021,4.0,94.0,,3,1970.0,תל אביב
4813,19/1/2021,4.0,94.0,1.0,3,1970.0,תל אביב
4814,18/1/2021,3.0,82.0,,3,1950.0,תל אביב
4815,18/1/2021,3.0,71.0,,1,1980.0,תל אביב
4816,18/1/2021,3.0,82.0,2.0,3,1950.0,תל אביב
4817,18/1/2021,3.0,71.0,4.0,1,1980.0,תל אביב
4818,17/1/2021,2.0,50.0,,1,1960.0,תל אביב
4819,17/1/2021,2.0,50.0,4.0,1,1960.0,תל אביב
4820,14/1/2021,4.0,88.0,1.0,2,1960.0,תל אביב
4821,14/1/2021,3.0,71.0,,3,2020.0,תל אביב
4822,14/1/2021,4.0,88.0,,2,1960.0,תל אביב
4823,14/1/2021,4.0,80.0,,2,1970.0,תל אביב
4824,14/1/2021,4.0,80.0,4.0,2,1970.0,תל אביב
4825,14/1/2021,3.0,71.0,4.0,3,2020.0,תל אביב
4826,14/1/2021,4.0,91.0,,3,2022.0,תל אביב
4827,14/1/2021,4.0,91.0,1.0,3,2022.0,תל אביב
4828,13/1/2021,5.0,125.0,3.0,4,2022.0,תל אביב
4829,13/1/2021,5.0,125.0,,4,2022.0,תל אביב
4830,26/1/2021,5.0,60.0,2.0,1,1960.0,תל אביב
4831,26/1/2021,3.0,60.0,1.0,3,2021.0,תל אביב
4832,26/1/2021,3.0,74.0,2.0,3,1960.0,תל אביב
4833,25/1/2021,3.0,73.0,1.0,2,2022.0,תל אביב
4834,21/1/2021,3.0,51.0,2.0,1,1960.0,תל אביב
4835,21/1/2021,3.0,51.0,,1,1960.0,תל אביב
4836,21/1/2021,3.0,52.0,2.0,1,1970.0,תל אביב
4837,21/1/2021,3.0,46.0,,1,1960.0,תל אביב
4838,21/1/2021,3.0,46.0,1.0,1,1960.0,תל אביב
4839,21/1/2021,5.0,105.0,,2,2020.0,תל אביב
4840,21/1/2021,3.0,71.0,1.0,2,2022.0,תל אביב
4841,21/1/2021,2.0,58.0,10.0,3,2020.0,תל אביב
4842,21/1/2021,2.0,58.0,,3,2020.0,תל אביב
4843,21/1/2021,2.0,51.0,,2,2020.0,תל אביב
4844,21/1/2021,2.0,51.0,10.0,2,2020.0,תל אביב
4845,21/1/2021,3.0,52.0,,1,1970.0,תל אביב
4846,21/1/2021,,,,2,,תל אביב
4847,21/1/2021,,,,3,,תל אביב
4848,21/1/2021,5.0,105.0,4.0,2,2020.0,תל אביב
4849,21/1/2021,3.0,71.0,,2,2022.0,תל אביב
4850,20/1/2021,4.0,66.0,2.0,3,1995.0,תל אביב
4851,20/1/2021,5.0,105.0,6.0,2,2020.0,תל אביב
4852,20/1/2021,4.0,66.0,,3,1995.0,תל אביב
4853,20/1/2021,3.0,76.0,,4,2019.0,תל אביב
4854,20/1/2021,5.0,105.0,,2,2020.0,תל אביב
4855,20/1/2021,4.0,85.0,2.0,4,1940.0,תל אביב
4856,20/1/2021,4.0,85.0,,4,1940.0,תל אביב
4857,20/1/2021,3.0,76.0,1.0,4,2019.0,תל אביב
4858,20/1/2021,3.0,66.0,4.0,1,1970.0,תל אביב
4859,20/1/2021,3.0,66.0,,1,1970.0,תל אביב
4860,19/1/2021,2.0,47.0,,2,1950.0,תל אביב
4861,19/1/2021,2.0,47.0,1.0,2,1950.0,תל אביב
4862,19/1/2021,4.0,94.0,,3,1970.0,תל אביב
4863,19/1/2021,4.0,94.0,1.0,3,1970.0,תל אביב
4864,18/1/2021,3.0,82.0,,3,1950.0,תל אביב
4865,18/1/2021,3.0,71.0,,1,1980.0,תל אביב
4866,18/1/2021,3.0,82.0,2.0,3,1950.0,תל אביב
4867,18/1/2021,3.0,71.0,4.0,1,1980.0,תל אביב
4868,17/1/2021,2.0,50.0,,1,1960.0,תל אביב
4869,17/1/2021,2.0,50.0,4.0,1,1960.0,תל אביב
4870,14/1/2021,4.0,88.0,1.0,2,1960.0,תל אביב
4871,14/1/2021,3.0,71.0,,3,2020.0,תל אביב
4872,14/1/2021,4.0,88.0,,2,1960.0,תל אביב
4873,14/1/2021,4.0,80.0,,2,1970.0,תל אביב
4874,14/1/2021,4.0,80.0,4.0,2,1970.0,תל אביב
4875,14/1/2021,3.0,71.0,4.0,3,2020.0,תל אביב
4876,14/1/2021,4.0,91.0,,3,2022.0,תל אביב
4877,14/1/2021,4.0,91.0,1.0,3,2022.0,תל אביב
4878,13/1/2021,5.0,125.0,3.0,4,2022.0,תל אביב
4879,13/1/2021,5.0,125.0,,4,2022.0,תל אביב
4880,26/1/2021,5.0,60.0,2.0,1,1960.0,תל אביב
4881,26/1/2021,3.0,60.0,1.0,3,2021.0,תל אביב
4882,26/1/2021,3.0,74.0,2.0,3,1960.0,תל אביב
4883,25/1/2021,3.0,73.0,1.0,2,2022.0,תל אביב
4884,21/1/2021,3.0,51.0,2.0,1,1960.0,תל אביב
4885,21/1/2021,3.0,51.0,,1,1960.0,תל אביב
4886,21/1/2021,3.0,52.0,2.0,1,1970.0,תל אביב
4887,21/1/2021,3.0,46.0,,1,1960.0,תל אביב
4888,21/1/2021,3.0,46.0,1.0,1,1960.0,תל אביב
4889,21/1/2021,5.0,105.0,,2,2020.0,תל אביב
4890,21/1/2021,3.0,71.0,1.0,2,2022.0,תל אביב
4891,21/1/2021,2.0,58.0,10.0,3,2020.0,תל אביב
4892,21/1/2021,2.0,58.0,,3,2020.0,תל אביב
4893,21/1/2021,2.0,51.0,,2,2020.0,תל אביב
4894,21/1/2021,2.0,51.0,10.0,2,2020.0,תל אביב
4895,21/1/2021,3.0,52.0,,1,1970.0,תל אביב
4896,21/1/2021,,,,2,,תל אביב
4897,21/1/2021,,,,3,,תל אביב
4898,21/1/2021,5.0,105.0,4.0,2,2020.0,תל אביב
4899,21/1/2021,3.0,71.0,,2,2022.0,תל אביב
4900,20/1/2021,4.0,66.0,2.0,3,1995.0,תל אביב
4901,20/1/2021,5.0,105.0,6.0,2,2020.0,תל אביב
4902,20/1/2021,4.0,66.0,,3,1995.0,תל אביב
4903,20/1/2021,3.0,76.0,,4,2019.0,תל אביב
4904,20/1/2021,5.0,105.0,,2,2020.0,תל אביב
4905,20/1/2021,4.0,85.0,2.0,4,1940.0,תל אביב
4906,20/1/2021,4.0,85.0,,4,1940.0,תל אביב
4907,20/1/2021,3.0,76.0,1.0,4,2019.0,תל אביב
4908,20/1/2021,3.0,66.0,4.0,1,1970.0,תל אביב
4909,20/1/2021,3.0,66.0,,1,1970.0,תל אביב
4910,19/1/2021,2.0,47.0,,2,1950.0,תל אביב
4911,19/1/2021,2.0,47.0,1.0,2,1950.0,תל אביב
4912,19/1/2021,4.0,94.0,,3,1970.0,תל אביב
4913,19/1/2021,4.0,94.0,1.0,3,1970.0,תל אביב
4914,18/1/2021,3.0,82.0,,3,1950.0,תל אביב
4915,18/1/2021,3.0,71.0,,1,1980.0,תל אביב
4916,18/1/2021,3.0,82.0,2.0,3,1950.0,תל אביב
4917,18/1/2021,3.0,71.0,4.0,1,1980.0,תל אביב
4918,17/1/2021,2.0,50.0,,1,1960.0,תל אביב
4919,17/1/2021,2.0,50.0,4.0,1,1960.0,תל אביב
4920,14/1/2021,4.0,88.0,1.0,2,1960.0,תל אביב
4921,14/1/2021,3.0,71.0,,3,2020.0,תל אביב
4922,14/1/2021,4.0,88.0,,2,1960.0,תל אביב
4923,14/1/2021,4.0,80.0,,2,1970.0,תל אביב
4924,14/1/2021,4.0,80.0,4.0,2,1970.0,תל אביב
4925,14/1/2021,3.0,71.0,4.0,3,2020.0,תל אביב
4926,14/1/2021,4.0,91.0,,3,2022.0,תל אביב
4927,14/1/2021,4.0,91.0,1.0,3,2022.0,תל אביב
4928,13/1/2021,5.0,125.0,3.0,4,2022.0,תל אביב
4929,13/1/2021,5.0,125.0,,4,2022.0,תל אביב
4930,26/1/2021,5.0,60.0,2.0,1,1960.0,תל אביב
4931,26/1/2021,3.0,60.0,1.0,3,2021.0,תל אביב
4932,26/1/2021,3.0,74.0,2.0,3,1960.0,תל אביב
4933,25/1/2021,3.0,73.0,1.0,2,2022.0,תל אביב
4934,21/1/2021,3.0,51.0,2.0,1,1960.0,תל אביב
4935,21/1/2021,3.0,51.0,,1,1960.0,תל אביב
4936,21/1/2021,3.0,52.0,2.0,1,1970.0,תל אביב
4937,21/1/2021,3.0,46.0,,1,1960.0,תל אביב
4938,21/1/2021,3.0,46.0,1.0,1,1960.0,תל אביב
4939,21/1/2021,5.0,105.0,,2,2020.0,תל אביב
4940,21/1/2021,3.0,71.0,1.0,2,2022.0,תל אביב
4941,21/1/2021,2.0,58.0,10.0,3,2020.0,תל אביב
4942,21/1/2021,2.0,58.0,,3,2020.0,תל אביב
4943,21/1/2021,2.0,51.0,,2,2020.0,תל אביב
4944,21/1/2021,2.0,51.0,10.0,2,2020.0,תל אביב
4945,21/1/2021,3.0,52.0,,1,1970.0,תל אביב
4946,21/1/2021,,,,2,,תל אביב
4947,21/1/2021,,,,3,,תל אביב
4948,21/1/2021,5.0,105.0,4.0,2,2020.0,תל אביב
4949,21/1/2021,3.0,71.0,,2,2022.0,תל אביב
4950,20/1/2021,4.0,66.0,2.0,3,1995.0,תל אביב
4951,20/1/2021,5.0,105.0,6.0,2,2020.0,תל אביב
4952,20/1/2021,4.0,66.0,,3,1995.0,תל אביב
4953,20/1/2021,3.0,76.0,,4,2019.0,תל אביב
4954,20/1/2021,5.0,105.0,,2,2020.0,תל אביב
4955,20/1/2021,4.0,85.0,2.0,4,1940.0,תל אביב
4956,20/1/2021,4.0,85.0,,4,1940.0,תל אביב
4957,20/1/2021,3.0,76.0,1.0,4,2019.0,תל אביב
4958,20/1/2021,3.0,66.0,4.0,1,1970.0,תל אביב
4959,20/1/2021,3.0,66.0,,1,1970.0,תל אביב
4960,19/1/2021,2.0,47.0,,2,1950.0,תל אביב
4961,19/1/2021,2.0,47.0,1.0,2,1950.0,תל אביב
4962,19/1/2021,4.0,94.0,,3,1970.0,תל אביב
4963,19/1/2021,4.0,94.0,1.0,3,1970.0,תל אביב
4964,18/1/2021,3.0,82.0,,3,1950.0,תל אביב
4965,18/1/2021,3.0,71.0,,1,1980.0,תל אביב
4966,18/1/2021,3.0,82.0,2.0,3,1950.0,תל אביב
4967,18/1/2021,3.0,71.0,4.0,1,1980.0,תל אביב
4968,17/1/2021,2.0,50.0,,1,1960.0,תל אביב
4969,17/1/2021,2.0,50.0,4.0,1,1960.0,תל אביב
4970,14/1/2021,4.0,88.0,1.0,2,1960.0,תל אביב
4971,14/1/2021,3.0,71.0,,3,2020.0,תל אביב
4972,14/1/2021,4.0,88.0,,2,1960.0,תל אביב
4973,14/1/2021,4.0,80.0,,2,1970.0,תל אביב
4974,14/1/2021,4.0,80.0,4.0,2,1970.0,תל אביב
4975,14/1/2021,3.0,71.0,4.0,3,2020.0,תל אביב
4976,14/1/2021,4.0,91.0,,3,2022.0,תל אביב
4977,14/1/2021,4.0,91.0,1.0,3,2022.0,תל אביב
4978,13/1/2021,5.0,125.0,3.0,4,2022.0,תל אביב
4979,13/1/2021,5.0,125.0,,4,2022.0,תל אביב
4980,10/1/2021,2.0,51.0,2.0,1,1960.0,אשדוד
4981,10/1/2021,2.0,51.0,,1,1960.0,אשדוד
4982,07/1/2021,5.0,99.0,,1,1993.0,אשדוד
4983,07/1/2021,5.0,99.0,1.0,1,1993.0,אשדוד
4984,06/1/2021,6.0,134.0,3.0,1,1989.0,אשדוד
4985,06/1/2021,6.0,134.0,,1,1989.0,אשדוד
4986,05/1/2021,4.0,93.0,,2,1996.0,אשדוד
4987,05/1/2021,4.0,93.0,1.0,2,1996.0,אשדוד
4988,30/12/2020,3.0,75.0,3.0,1,1970.0,אשדוד
4989,30/12/2020,3.0,75.0,,1,1970.0,אשדוד
4990,29/12/2020,4.0,95.0,4.0,1,1970.0,אשדוד
4991,29/12/2020,3.0,70.0,,1,1997.0,אשדוד
4992,29/12/2020,4.0,95.0,,1,1970.0,אשדוד
4993,29/12/2020,3.0,70.0,9.0,1,1997.0,אשדוד
4994,28/12/2020,5.0,160.0,,1,1997.0,אשדוד
4995,28/12/2020,5.0,160.0,3.0,1,1997.0,אשדוד
4996,27/12/2020,4.0,156.0,7.0,2,2003.0,אשדוד
4997,27/12/2020,4.0,156.0,,2,2003.0,אשדוד
4998,25/12/2020,5.0,134.0,,1,2004.0,אשדוד
4999,25/12/2020,3.0,72.0,3.0,1,1970.0,אשדוד
5000,25/12/2020,3.0,72.0,,1,1970.0,אשדוד
5001,25/12/2020,5.0,134.0,5.0,1,2004.0,אשדוד
5002,24/12/2020,3.0,84.0,12.0,1,2008.0,אשדוד
5003,23/12/2020,4.0,93.0,6.0,1,2018.0,אשדוד
5004,23/12/2020,4.0,93.0,,1,2018.0,אשדוד
5005,23/12/2020,3.0,71.0,7.0,1,2020.0,אשדוד
5006,23/12/2020,3.0,105.0,14.0,1,2001.0,אשדוד
5007,22/12/2020,5.0,135.0,,2,1991.0,אשדוד
5008,22/12/2020,5.0,135.0,13.0,2,1991.0,אשדוד
5009,22/12/2020,4.0,114.0,,1,2022.0,אשדוד
5010,22/12/2020,4.0,114.0,3.0,1,2022.0,אשדוד
5011,22/12/2020,3.0,70.0,3.0,1,1970.0,אשדוד
5012,21/12/2020,4.0,129.0,7.0,1,1998.0,אשדוד
5013,21/12/2020,4.0,105.0,,1,1992.0,אשדוד
5014,18/12/2020,4.0,75.0,1.0,1,1980.0,אשדוד
5015,18/12/2020,4.0,75.0,,1,1980.0,אשדוד
5016,17/12/2020,3.0,81.0,2.0,1,1992.0,אשדוד
5017,17/12/2020,4.0,114.0,,2,2022.0,אשדוד
5018,17/12/2020,5.0,187.0,1.0,4,1995.0,אשדוד
5019,17/12/2020,4.0,102.0,7.0,1,2019.0,אשדוד
5020,17/12/2020,3.0,81.0,2.0,1,1992.0,אשדוד
5021,17/12/2020,4.0,114.0,4.0,2,2022.0,אשדוד
5022,17/12/2020,5.0,187.0,,4,1995.0,אשדוד
5023,17/12/2020,4.0,102.0,,1,2019.0,אשדוד
5024,10/1/2021,2.0,51.0,2.0,1,1960.0,אשדוד
5025,10/1/2021,2.0,51.0,,1,1960.0,אשדוד
5026,07/1/2021,5.0,99.0,,1,1993.0,אשדוד
5027,07/1/2021,5.0,99.0,1.0,1,1993.0,אשדוד
5028,06/1/2021,6.0,134.0,3.0,1,1989.0,אשדוד
5029,06/1/2021,6.0,134.0,,1,1989.0,אשדוד
5030,05/1/2021,4.0,93.0,,2,1996.0,אשדוד
5031,05/1/2021,4.0,93.0,1.0,2,1996.0,אשדוד
5032,30/12/2020,3.0,75.0,3.0,1,1970.0,אשדוד
5033,30/12/2020,3.0,75.0,,1,1970.0,אשדוד
5034,29/12/2020,4.0,95.0,4.0,1,1970.0,אשדוד
5035,29/12/2020,3.0,70.0,,1,1997.0,אשדוד
5036,29/12/2020,4.0,95.0,,1,1970.0,אשדוד
5037,29/12/2020,3.0,70.0,9.0,1,1997.0,אשדוד
5038,28/12/2020,5.0,160.0,,1,1997.0,אשדוד
5039,28/12/2020,5.0,160.0,3.0,1,1997.0,אשדוד
5040,27/12/2020,4.0,156.0,7.0,2,2003.0,אשדוד
5041,27/12/2020,4.0,156.0,,2,2003.0,אשדוד
5042,25/12/2020,5.0,134.0,,1,2004.0,אשדוד
5043,25/12/2020,3.0,72.0,3.0,1,1970.0,אשדוד
5044,25/12/2020,3.0,72.0,,1,1970.0,אשדוד
5045,25/12/2020,5.0,134.0,5.0,1,2004.0,אשדוד
5046,24/12/2020,3.0,84.0,12.0,1,2008.0,אשדוד
5047,23/12/2020,4.0,93.0,6.0,1,2018.0,אשדוד
5048,23/12/2020,4.0,93.0,,1,2018.0,אשדוד
5049,23/12/2020,3.0,71.0,7.0,1,2020.0,אשדוד
5050,23/12/2020,3.0,105.0,14.0,1,2001.0,אשדוד
5051,22/12/2020,5.0,135.0,,2,1991.0,אשדוד
5052,22/12/2020,5.0,135.0,13.0,2,1991.0,אשדוד
5053,22/12/2020,4.0,114.0,,1,2022.0,אשדוד
5054,22/12/2020,4.0,114.0,3.0,1,2022.0,אשדוד
5055,22/12/2020,3.0,70.0,3.0,1,1970.0,אשדוד
5056,21/12/2020,4.0,129.0,7.0,1,1998.0,אשדוד
5057,21/12/2020,4.0,105.0,,1,1992.0,אשדוד
5058,18/12/2020,4.0,75.0,1.0,1,1980.0,אשדוד
5059,18/12/2020,4.0,75.0,,1,1980.0,אשדוד
5060,17/12/2020,3.0,81.0,2.0,1,1992.0,אשדוד
5061,17/12/2020,4.0,114.0,,2,2022.0,אשדוד
5062,17/12/2020,5.0,187.0,1.0,4,1995.0,אשדוד
5063,17/12/2020,4.0,102.0,7.0,1,2019.0,אשדוד
5064,17/12/2020,3.0,81.0,2.0,1,1992.0,אשדוד
5065,17/12/2020,4.0,114.0,4.0,2,2022.0,אשדוד
5066,17/12/2020,5.0,187.0,,4,1995.0,אשדוד
5067,17/12/2020,4.0,102.0,,1,2019.0,אשדוד
5068,10/1/2021,2.0,51.0,2.0,1,1960.0,אשדוד
5069,10/1/2021,2.0,51.0,,1,1960.0,אשדוד
5070,07/1/2021,5.0,99.0,,1,1993.0,אשדוד
5071,07/1/2021,5.0,99.0,1.0,1,1993.0,אשדוד
5072,06/1/2021,6.0,134.0,3.0,1,1989.0,אשדוד
5073,06/1/2021,6.0,134.0,,1,1989.0,אשדוד
5074,05/1/2021,4.0,93.0,,2,1996.0,אשדוד
5075,05/1/2021,4.0,93.0,1.0,2,1996.0,אשדוד
5076,30/12/2020,3.0,75.0,3.0,1,1970.0,אשדוד
5077,30/12/2020,3.0,75.0,,1,1970.0,אשדוד
5078,29/12/2020,4.0,95.0,4.0,1,1970.0,אשדוד
5079,29/12/2020,3.0,70.0,,1,1997.0,אשדוד
5080,29/12/2020,4.0,95.0,,1,1970.0,אשדוד
5081,29/12/2020,3.0,70.0,9.0,1,1997.0,אשדוד
5082,28/12/2020,5.0,160.0,,1,1997.0,אשדוד
5083,28/12/2020,5.0,160.0,3.0,1,1997.0,אשדוד
5084,27/12/2020,4.0,156.0,7.0,2,2003.0,אשדוד
5085,27/12/2020,4.0,156.0,,2,2003.0,אשדוד
5086,25/12/2020,5.0,134.0,,1,2004.0,אשדוד
5087,25/12/2020,3.0,72.0,3.0,1,1970.0,אשדוד
5088,25/12/2020,3.0,72.0,,1,1970.0,אשדוד
5089,25/12/2020,5.0,134.0,5.0,1,2004.0,אשדוד
5090,24/12/2020,3.0,84.0,12.0,1,2008.0,אשדוד
5091,23/12/2020,4.0,93.0,6.0,1,2018.0,אשדוד
5092,23/12/2020,4.0,93.0,,1,2018.0,אשדוד
5093,23/12/2020,3.0,71.0,7.0,1,2020.0,אשדוד
5094,23/12/2020,3.0,105.0,14.0,1,2001.0,אשדוד
5095,22/12/2020,5.0,135.0,,2,1991.0,אשדוד
5096,22/12/2020,5.0,135.0,13.0,2,1991.0,אשדוד
5097,22/12/2020,4.0,114.0,,1,2022.0,אשדוד
5098,22/12/2020,4.0,114.0,3.0,1,2022.0,אשדוד
5099,22/12/2020,3.0,70.0,3.0,1,1970.0,אשדוד
5100,21/12/2020,4.0,129.0,7.0,1,1998.0,אשדוד
